WKT,Name,Beschreibung
"POINT (14.1351817 51.23671160000001)",Prietitz,
"POINT (14.015403 51.18350840000001)",Pulsnitz,
"POINT (14.5267173 51.2038961)",Purschwitz,
"POINT (14.4464384 51.2322477)",Quatitz,
"POINT (14.1361724 51.1521139)",Rammenau,
"POINT (14.9067578 50.9042795)",Reibersdorf,
"POINT (14.9601353 50.9122428)",Reichenau,
"POINT (14.7749577 51.1581747)",Reichenbach,
"POINT (14.7908653 51.0223972)",Rennersdorf,
"POINT (14.7241395 50.99863329999999)",Ruppersdorf,
"POINT (14.4243608 51.07549179999999)",Schirgiswalde,
"POINT (14.2297853 51.11899409999999)",Schmölln,
"POINT (13.9184668 51.2968611)",Schmorkau,
"POINT (14.8874028 51.0629629)",Schönau
,
"POINT (14.567884 51.0618078)",Schönbach,
"POINT (13.9591927 51.32922199999999)",Schwepnitz,
"POINT (14.6074418 50.9352877)",Seifhennersdorf,
"POINT (14.9366567 50.9466293)",Seitendorf,
"POINT (14.4448329 51.050822)",Sohland,
"POINT (14.7838423 51.1174458)",Sohland,
"POINT (14.6801192 50.93770929999999)",Spitzkunnersdorf,
"POINT (14.7235794 51.0284247)",Strahwalde,
"POINT (14.4794549 51.0431259)",Taubenheim,
"POINT (14.9287637 50.9309522)",Türchau,
"POINT (14.2193234 51.1947966)",Uhyst,
"POINT (14.638603 50.99863509999999)",Walddorf,
"POINT (14.649884 50.8690961)",Waltersdorf,
"POINT (14.3844904 51.0544081)",Wehrsdorf,
"POINT (14.4780806 51.0959422)",Weigsdorf,
"POINT (14.6604675 51.1977135)",Weißenberg,
"POINT (14.8375608 50.9430393)",Wittgendorf,
"POINT (14.8162623 50.8968262)",Zittau Frauenkirche,
"POINT (14.806244 50.8967948)",Zittau Hauptkirche
,
"POINT (14.8039268 50.8979101)",Zittau Trinitatiskirche
,
"POINT (14.07361 51.050301)",Altstadt,
"POINT (13.9440506 50.8752286)",Berggießhübel,
"POINT (13.8910077 50.8816955)",Borna,
"POINT (14.1051728 51.0870727)",Bühlau,
"POINT (13.8583722 50.9216939)",Burkhardswalde,
"POINT (13.9574297 50.900399)",Cotta,
"POINT (13.9645605 50.9584005)",Cunnersdorf,
"POINT (13.9923637 51.03475510000001)",Dittersbach,
"POINT (13.858256 50.9565937)",Dohna,
"POINT (14.0114411 50.9588847)",Dorf Wehlen,
"POINT (14.1559619 50.9890005)",Ehrenberg,
"POINT (13.9470895 51.03251909999999)",Eschdorf,
"POINT (14.019314 51.0842693)",Fischbach,
"POINT (13.9066021 50.90040200000001)",Friedrichswalde,
"POINT (13.9519679 50.87750789999999)",Gottleuba,
"POINT (14.098373 51.1062269)",Großharthau,
"POINT (14.0387468 51.0379782)",Helmsdorf,
"POINT (14.3584629 50.9239414)",Hinterhermsdorf,
"POINT (14.1124691 50.9788244)",Hohnstein,
"POINT (13.8512768 51.01014139999999)",Kleinzschachwitz,
"POINT (14.0585035 50.9191906)",Königstein Festung
,
"POINT (14.0753506 50.9178107)",Königstein,
"POINT (14.0079969 50.886273)",Langenhennersdorf,
"POINT (14.1011063 51.046304)",Langenwolmsdorf,
"POINT (14.1185647 51.0668973)",Lauterbach,
"POINT (14.2393529 50.9445942)",Lichtenhain,
"POINT (13.9570227 50.99873729999999)",Liebethal,
"POINT (13.8541059 50.8606659)",Liebstadt,
"POINT (14.0007893 50.9900933)",Lohmen,
"POINT (13.9849501 50.83735069999999)",Markersbach,
"POINT (13.8021269 50.9244881)",Maxen,
"POINT (13.8680179 50.9793266)",Mügeln,
"POINT (14.2134443 51.0236392)",Neustadt
,
"POINT (14.2080011 51.06764339999999)",Oberottendorf,
"POINT (13.9326379 50.8090327)",Oelsen,
"POINT (13.9212345 50.8968557)",Ottendorf,
"POINT (14.1307413 50.8964375)",Papstdorf,
"POINT (13.9419169 50.9625175)",Pirna,
"POINT (13.9972637 51.01078949999999)",Porschendorf,
"POINT (14.0760462 50.9828755)",Rathewalde,
"POINT (14.1991728 50.8859921)",Reinhardtsdorf,
"POINT (13.8108149 50.9620429)",Röhrsdorf,
"POINT (14.0467471 50.8563237)",Rosenthal,
"POINT (14.1739412 51.05563679999999)",Rückersdorf,
"POINT (14.331397 50.942379)",Saupsdorf,
"POINT (14.1526727 50.9178255)",Schandau,
"POINT (14.0790016 51.08362589999999)",Schmiedefeld,
"POINT (14.273873 50.97091169999999)",Sebnitz,
"POINT (14.0424064 51.10008970000001)",Seeligstadt,
"POINT (14.07632 51.0476337)",Stolpen,
"POINT (14.0066583 50.9360078)",Struppen,
"POINT (14.0566903 51.0145001)",Stürza,
"POINT (14.2085747 50.9638818)",Ulbersdorf,
"POINT (13.8599455 50.9331186)",Weesenstein,
"POINT (14.0318762 50.9578001)",Stadt Wehlen,
"POINT (14.0118092 51.0585651)",Wilschdorf,
"POINT (13.9145933 50.9334775)",Zuschendorf,
"POINT (12.2203638 50.5178266)",Altensalz,
"POINT (12.0150612 50.5913382)",Ebersgrün,
"POINT (12.1703134 50.6096028)",Elsterberg,
"POINT (12.0353582 50.4278834)",Geilsdorf,
"POINT (12.0383991 50.4042277)",Großzöbern,
"POINT (12.1361099 50.6118252)",Hohndorf,
"POINT (12.1371542 50.5387859)",Jößnitz,
"POINT (12.0930758 50.52251829999999)",Kauschwitz,
"POINT (11.9683601 50.43512620000001)",Kemnitz,
"POINT (12.0501628 50.4793558)",Kloschwitz,
"POINT (11.9861728 50.4188564)",Krebes,
"POINT (12.075926 50.4618976)",Kürbitz,
"POINT (11.8985508 50.53285899999999)",Langenbach,
"POINT (11.9067962 50.5665235)",Langenbuch,
"POINT (12.0195252 50.51437929999999)",Leubnitz,
"POINT (11.9077763 50.4427262)",Mißlareuth,
"POINT (11.928992 50.53946819999999)",Mühltroff,
"POINT (12.2602057 50.61994079999999)",Mylau,
"POINT (12.2450243 50.6134993)",Netzschkau,
"POINT (12.22419 50.5037688)",Neuensalz,
"POINT (12.355937 50.6603972)",Neumark,
"POINT (12.1596877 50.46079139999999)",Oberlosa,
"POINT (11.9965818 50.57984279999999)",Pausa,
"POINT (12.1338288 50.4955526)",Plauen Lutherkirche,
"POINT (12.1397643 50.50238340000001)",Plauen Pauluskirche,
"POINT (12.1370736 50.49319190000001)",Plauen Johanniskirche
,
"POINT (12.1741815 50.5580136)",Pöhl,
"POINT (11.9741995 50.5635372)",Ranspach,
"POINT (12.2990016 50.6175423)",Reichenbach
,
"POINT (12.3219425 50.6670702)",Reuth,
"POINT (11.9913898 50.5048492)",Rodau,
"POINT (12.022617 50.4715538)",Rodersdorf,
"POINT (12.1812535 50.57714929999999)",Ruppertsgrün,
"POINT (12.0090543 50.4348148)",Schwand,
"POINT (12.1300161 50.5612115)",Steinsdorf,
"POINT (12.083642 50.4755145)",Straßberg,
"POINT (12.0783298 50.5435667)",Syrau,
"POINT (12.2198475 50.4713393)",Theuma,
"POINT (11.9466124 50.5794137)",Thierbach,
"POINT (12.0001126 50.4657766)",Thossen,
"POINT (13.9905116 51.0944429)",Arnsdorf,
"POINT (14.5403853 51.0747989)",Beiersdorf,
"POINT (14.7387372 51.0927491)",Bischdorf,
"POINT (14.1842026 51.1252883)",Bischofswerda,
"POINT (13.854905 51.0618896)",Bühlau,
"POINT (14.3204044 51.177953)",Göda,
"POINT (14.1428423 51.1237361)",Goldbach,
"POINT (14.1562629 51.0914408)",Großdrebnitz,
"POINT (13.9410055 51.2033218)",Großnaundorf,
"POINT (14.0271506 51.1457269)",Großröhrsdorf,
"POINT (13.9083466 51.2239071)",Höckendorf,
"POINT (13.976712 51.1294093)",Kleinröhrsdorf,
"POINT (13.8519746 51.3159716)",Krakau,
"POINT (13.962199 51.15248949999999)",Leppersdorf,
"POINT (13.963169 51.17409139999999)",Lichtenberg,
"POINT (13.9008518 51.190576)",Lomnitz,
"POINT (13.9919501 51.2184687)",Oberlichtenau,
"POINT (14.2272059 51.1013235)",Putzkau,
"POINT (13.742657 51.1236708)",Rähnitz,
"POINT (14.3445734 51.0630452)",Steinigtwolmsdorf,
"POINT (13.9578178 51.1143913)",Wallroda,
"POINT (14.3937128 51.0972728)",Wilthen,
"POINT (12.9211435 51.084563)",Altgeringswalde,
"POINT (12.9509471 50.96522090000001)",Altmittweida,
"POINT (12.7343706 51.0281031)",Breitenborn,
"POINT (12.8096855 50.91478439999999)",Burgstädt,
"POINT (12.8904355 50.9408994)",Claußnitz,
"POINT (12.928335 51.032343)",Crossen,
"POINT (12.6963102 51.09979209999999)",Ebersbach,
"POINT (12.9436794 51.0096463)",Erlau,
"POINT (12.9279987 50.9876351)",Frankenau,
"POINT (12.6235723 51.0727585)",Frauendorf,
"POINT (12.6885048 51.0556276)",Geithain,
"POINT (12.8805658 51.0234391)",Gepülzig,
"POINT (12.9057217 51.0777836)",Geringswalde,
"POINT (12.7613322 50.9846915)",Göhren,
"POINT (12.8793575 51.0382751)",Großmilkau,
"POINT (12.8735352 51.0747491)",Hermsdorf,
"POINT (12.771703 50.9616882)",Hohenkirchen,
"POINT (12.6608802 51.1015514)",Hopfgarten,
"POINT (12.6413954 50.99569820000001)",Jahnshain,
"POINT (12.6831927 50.8900355)",Kaufungen,
"POINT (12.7547748 51.0619528)",Königsfeld,
"POINT (12.8785066 50.9719798)",Königshain,
"POINT (12.6559628 50.9647976)",Langenleuba-Oberhain,
"POINT (12.7509711 50.9623091)",Lunzenau,
"POINT (12.8620008 50.92879689999999)",Markersdorf,
"POINT (12.9740557 50.9853149)",Mittweida,
"POINT (12.7653778 50.8996138)",Mühlau,
"POINT (12.7351183 51.08947269999999)",Nauenhain,
"POINT (12.6498307 51.0558907)",Niedergräfenhain,
"POINT (12.6538642 50.9448204)",Niedersteinbach,
"POINT (12.7092366 50.9709249)",Oberelsdorf,
"POINT (12.6529499 51.0822523)",Oberfrankenhain,
"POINT (12.7039362 50.9900415)",Obergräfenhain,
"POINT (12.6644693 51.0255211)",Ossa,
"POINT (12.9635871 50.934614)",Ottendorf,
"POINT (12.6564599 50.9660909)",Penig
,
"POINT (12.6798696 51.0036462)",Rathendorf,
"POINT (12.9994161 51.0057758)",Ringethal,
"POINT (12.8035255 51.04600629999999)",Rochlitz Kunigundenkirche,
"POINT (12.7931908 51.04549169999999)",Rochlitz Petrikirche,
"POINT (12.7606446 50.9457011)",Rochsburg,
"POINT (12.6281327 50.8954745)",Schlagwitz,
"POINT (12.8208608 51.03115039999999)",Seelitz,
"POINT (12.6451493 51.0386434)",Syhra,
"POINT (12.8434774 50.9176544)",Taura,
"POINT (12.6842612 51.0903046)",Tautenhain,
"POINT (12.8664649 50.9981712)",Topfseifersdorf,
"POINT (12.7770262 51.002316)",Wechselburg,
"POINT (12.7106818 51.0391456)",Wickershain,
"POINT (12.6697275 50.8998326)",Wolkenburg,
"POINT (12.8377589 51.07271799999999)",Zettlitz,
"POINT (12.6557312 50.5492262)",Albernau,
"POINT (12.705139 50.58530990000001)",Aue Nicolaikirche,
"POINT (12.6929768 50.59798370000001)",Aue Klösterlein Zelle,
"POINT (12.7920505 50.56504049999999)",Beierfeld,
"POINT (12.765102 50.57844979999999)",Bernsbach,
"POINT (12.6856926 50.54224610000001)",Bockau,
"POINT (12.7603045 50.4765374)",Breitenbrunn,
"POINT (12.5878095 50.4358166)",Carlsfeld,
"POINT (12.786173 50.507748)",Crandorf,
"POINT (12.5996392 50.4949857)",Eibenstock,
"POINT (12.7456581 50.5538441)",Griesbach,
"POINT (12.8093217 50.5789092)",Grünhain,
"POINT (12.8176475 50.52863749999999)",Grünstädtel,
"POINT (12.6713572 50.66193879999999)",Hartenstein,
"POINT (12.57228 50.54392439999999)",Hundshübel,
"POINT (12.708193 50.4360485)",Johanngeorgenstadt,
"POINT (12.6303321 50.63858219999999)",Langenbach,
"POINT (12.7364379 50.5625136)",Lauter,
"POINT (12.729617 50.6194936)",Lößnitz,
"POINT (12.8641046 50.53528)",Markersbach,
"POINT (12.6343507 50.5820736)",Neustädtel,
"POINT (12.758305 50.551868)",Neuwelt,
"POINT (12.6711785 50.6050955)",Niederschlema,
"POINT (12.7501963 50.58688540000001)",Oberpfannenstiel,
"POINT (12.65685 50.6007827)",Oberschlema,
"POINT (12.8262459 50.5296501)",Raschau,
"POINT (12.8030401 50.4737367)",Rittersgrün,
"POINT (12.6386475 50.59549010000001)",Schneeberg,
"POINT (12.5265007 50.5043544)",Schönheide,
"POINT (12.7792228 50.5425641)",Schwarzenberg,
"POINT (12.6519162 50.4987266)",Sosa,
"POINT (12.5340589 50.53197919999999)",Stützengrün,
"POINT (12.6885445 50.6759488)",Thierfeld,
"POINT (12.6654157 50.63301509999999)",Wildbach,
"POINT (12.6493557 50.5683139)",Zschorlau,
"POINT (11.9447446 50.4874012)",Stelzen,
"POINT (12.3435899 50.6752836)",Beiersdorf,
"POINT (12.2834263 50.7990229)",Blankenhain,
"POINT (12.2613101 50.777638)",Chursdorf,
"POINT (12.3906771 50.81734909999999)",Crimmitschau,
"POINT (12.3933056 50.8367452)",Frankenhausen,
"POINT (12.418396 50.81883800000001)",Gablenz,
"POINT (12.3943007 50.8571073)",Grünberg,
"POINT (12.4995431 50.93661239999999)",Heiersdorf,
"POINT (12.1499149 50.8187204)",Hilbersdorf,
"POINT (12.3344793 50.7790547)",Kleinbernsdorf,
"POINT (12.4162959 50.7531167)",Königswalde,
"POINT (12.3211319 50.7550268)",Langenbernsdorf,
"POINT (12.372142 50.7532556)",Langenhessen,
"POINT (12.3505321 50.79976250000001)",Langenreinsdorf,
"POINT (12.4340309 50.796732)",Lauenhain,
"POINT (12.3958749 50.77536779999999)",Lauterbach,
"POINT (12.0916911 50.8278785)",Liebschwitz,
"POINT (12.5410409 50.87590669999999)",Neukirchen,
"POINT (12.1130703 50.8203006)",Niebra,
"POINT (12.3134872 50.7743238)",Niederalbertsdorf,
"POINT (12.2884236 50.76420510000001)",Oberalbertsdorf,
"POINT (12.3628066 50.81072959999999)",Rudelswalde,
"POINT (12.3719389 50.7064862)",Ruppertsgrün,
"POINT (12.3079182 50.7942633)",Rußdorf,
"POINT (12.2424239 50.77243199999999)",Seelingstädt,
"POINT (12.3965171 50.7140111)",Steinpleis,
"POINT (12.0932497 50.8376099)",Taubenpreskeln,
"POINT (12.2408445 50.751013)",Trünzig,
"POINT (12.3751839 50.7288716)",Werdau,
"POINT (12.543357 50.739152)",Auerbach,
"POINT (12.5288114 50.5670817)",Bärenwalde,
"POINT (12.5578258 50.6270748)",Burkersdorf,
"POINT (12.4902959 50.7589583)",Crossen,
"POINT (12.5079248 50.6562152)",Culitzsch,
"POINT (12.4347005 50.6496711)",Ebersbrunn,
"POINT (12.5628613 50.6818426)",Friedrichsgrün,
"POINT (12.6087581 50.6755016)",Härtensdorf,
"POINT (12.4265837 50.7589301)",Hartmannsdorf,
"POINT (12.4597955 50.6241671)",Hirschfeld,
"POINT (12.4210908 50.694222)",Lichtentanne,
"POINT (12.4579196 50.7180277)",Marienthal,
"POINT (12.4878565 50.7895688)",Mosel,
"POINT (12.4993948 50.6413412)",Niedercrinitz,
"POINT (12.514068 50.6713607)",Niederhasslau,
"POINT (12.485956 50.5717454)",Obercrinitz,
"POINT (12.617341 50.7101483)",Ortmannsdorf,
"POINT (12.4749777 50.6872847)",Planitz,
"POINT (12.55455 50.69754140000001)",Reinsdorf,
"POINT (12.4939848 50.7031815)",Schedewitz,
"POINT (12.5732313 50.6569954)",Schönau,
"POINT (12.4042263 50.6740298)",Schönfels,
"POINT (12.4527535 50.5888281)",Stangengrün,
"POINT (12.4316654 50.6789705)",Stenn,
"POINT (12.543358 50.68463020000001)",Vielau,
"POINT (12.5858813 50.6292729)",Weißbach,
"POINT (12.4692995 50.6579425)",Wendischrottmannsdorf,
"POINT (12.4493352 50.5555621)",Wildenau,
"POINT (12.6090296 50.6662374)",Wildenfels,
"POINT (12.5140509 50.6732581)",Wilkau,
"POINT (12.6684496 50.6794829)",Zschocken,
