WKT,Name,Beschreibung
"POINT (11.9148825 50.61594299999999)",Weckersdorf,
"POINT (11.927228 50.67885689999999)",Wenigenauma,
"POINT (12.1561748 50.7765713)",Wernsdorf,
"POINT (12.1082259 50.7299432)",Wittchendorf,
"POINT (11.9568374 50.7095112)",Wöhlsdorf,
"POINT (11.9424377 50.6663395)",Zadelsdorf,
"POINT (11.9811799 50.647163)",Zeulenroda,
"POINT (11.9086618 50.6627549)",Zickra,
"POINT (10.6521068 50.3909075)",Bedheim,
"POINT (10.5954121 50.472663)",Beinerstadt,
"POINT (10.8638022 50.4937838)",Biberschlag,
"POINT (10.8562626 50.45085510000001)",Brünn,
"POINT (10.8040309 50.4418012)",Bürden,
"POINT (10.7995015 50.27456189999999)",Colberg,
"POINT (10.8837607 50.4574377)",Crock,
"POINT (10.594564 50.4335519)",Dingsleben,
"POINT (10.681836 50.4494294)",Ebenhards,
"POINT (10.911587 50.4234817)",Eisfeld,
"POINT (10.7380014 50.37452829999999)",Eishausen,
"POINT (10.8721242 50.5187565)",Ernstthal,
"POINT (10.8898747 50.5805483)",Gabel,
"POINT (10.6949346 50.2924531)",Gellershausen,
"POINT (10.9182007 50.5356221)",Gießübel,
"POINT (10.5992502 50.3714296)",Gleichamberg,
"POINT (10.6345581 50.3630801)",Gleicherwiesen,
"POINT (10.626204 50.29745550000001)",Gompertshausen,
"POINT (10.8591217 50.40869740000001)",Harras,
"POINT (10.7074317 50.43063410000001)",Häselrieth,
"POINT (10.7247697 50.27995000000001)",Heldburg,
"POINT (10.6854056 50.24918539999999)",Hellingen,
"POINT (10.5895248 50.51640100000001)",Henfstädt,
"POINT (10.7712933 50.4178485)",Heßberg,
"POINT (10.9258527 50.5047666)",Heubach,
"POINT (10.7313644 50.42480359999999)",Hildburghausen,
"POINT (10.7295788 50.4289096)",Hildburghausen-Neustadt,
"POINT (10.9150079 50.45475440000001)",Hirschendorf,
"POINT (10.7494345 50.3023476)",Holzhausen,
"POINT (10.7170878 50.2215017)",Käßlitz,
"POINT (10.6833337 50.41076320000001)",Leimrieth,
"POINT (10.6535045 50.5244344)",Lengfeld,
"POINT (10.6036272 50.3450577)",Linden,
"POINT (10.7561762 50.25355190000001)",Lindenau,
"POINT (10.5719107 50.5557398)",Marisfeld,
"POINT (10.969742 50.5209924)",Masserberg,
"POINT (10.879132 50.52298649999999)",Neubrunn,
"POINT (10.8920067 50.5261697)",Oberneubrunn,
"POINT (10.5965106 50.5556627)",Oberstadt,
"POINT (10.6704012 50.42010930000001)",Pfersdorf,
"POINT (10.7174528 50.2368669)",Poppenhausen,
"POINT (10.6555045 50.45304179999999)",Reurieth,
"POINT (10.6310014 50.2653652)",Rieth,
"POINT (10.6262872 50.3956603)",Roth,
"POINT (10.9438051 50.44304510000001)",Sachsenbrunn,
"POINT (10.5962926 50.4602596)",Sankt Bernhard,
"POINT (10.6231748 50.3296629)",Schlechtsart,
"POINT (10.5811934 50.5726639)",Schmeheim,
"POINT (10.9009114 50.4985088)",Schnett,
"POINT (10.8790601 50.5220004)",Schönbrunn,
"POINT (10.8294277 50.48396779999999)",Schwarzbach,
"POINT (10.6319483 50.2397562)",Schweickershausen,
"POINT (10.6951276 50.3334025)",Seidingstadt,
"POINT (10.6450686 50.3720316)",Simmershausen,
"POINT (10.9910676 50.4424028)",Stelzen,
"POINT (10.701048 50.3835783)",Stressenhausen,
"POINT (10.682865 50.3529129)",Streufdorf,
"POINT (10.6145153 50.5022898)",Themar,
"POINT (10.8104848 50.2592834)",Ummerstadt,
"POINT (10.8753226 50.51899369999999)",Unterneubrunn,
"POINT (10.8117995 50.4081256)",Veilsdorf,
"POINT (10.7733288 50.4332904)",Weitersroda,
"POINT (10.6609416 50.3158926)",Westhausen,
"POINT (10.6311074 50.4148333)",Zeilfeld,
"POINT (10.3914441 50.4990642)",Bauerbach,
"POINT (10.4123528 50.4088618)",Behrungen,
"POINT (10.4959074 50.5271328)",Belrieth,
"POINT (10.3992502 50.437207)",Berkach,
"POINT (10.2839403 50.55682949999999)",Bettenhausen,
"POINT (10.4379656 50.4697468)",Bibra,
"POINT (10.3859521 50.56064569999999)",Dreißigacker,
"POINT (10.56965 50.3487422)",Eicha,
"POINT (10.4621896 50.52948809999999)",Einhausen,
"POINT (10.4736369 50.5468229)",Ellingshausen,
"POINT (10.5434275 50.4561204)",Exdorf-Obendorf,
"POINT (10.238446 50.65785650000001)",Friedelshausen,
"POINT (10.1926084 50.57088700000001)",Gerthausen,
"POINT (10.5439733 50.415774)",Haina
,
"POINT (10.431877 50.5897517)",Helba,
"POINT (10.2358029 50.5629177)",Helmershausen,
"POINT (10.3567264 50.49290199999999)",Henneberg,
"POINT (10.3202303 50.50442040000001)",Hermannsfeld,
"POINT (10.331049 50.5773204)",Herpf,
"POINT (10.5655732 50.3672355)",Hindfeld,
"POINT (10.2304092 50.6661619)",Hümpfershausen,
"POINT (10.4981973 50.4791793)",Jüchsen,
"POINT (10.1928829 50.6411782)",Kaltenlengsfeld,
"POINT (10.5580705 50.519788)",Leutersdorf,
"POINT (10.6550673 50.6617991)",Mehlis,
"POINT (10.3332046 50.6340589)",Mehmels,
"POINT (10.4153883 50.567395)",Meiningen (Stadtkirche),
"POINT (10.4127917 50.5703156)",Meiningen (Hofkirche),
"POINT (10.4131544 50.5663178)",Meiningen (Waisenhauskirche),
"POINT (10.4190128 50.5739121)",Meiningen,
"POINT (10.3725123 50.6001046)",Melkers,
"POINT (10.47227 50.38171999999999)",Mendhausen,
"POINT (10.433272 50.6476265)",Metzels,
"POINT (10.5356798 50.3773956)",Milz,
"POINT (10.4702779 50.49853779999999)",Neubrunn,
"POINT (10.402361 50.4534534)",Nordheim,
"POINT (10.7292662 50.70945529999999)",Oberhof,
"POINT (10.2230938 50.6049269)",Oberkatz,
"POINT (10.4402589 50.5296265)",Obermaßfeld,
"POINT (10.241098 50.6420871)",Oepfershausen,
"POINT (10.4539565 50.4504328)",Queienfeld,
"POINT (10.4407457 50.4553178)",Rentwertshausen,
"POINT (10.348919 50.6056795)",Rippershausen,
"POINT (10.4332372 50.5098028)",Ritschenhausen,
"POINT (10.5388936 50.39768929999999)",Römhild,
"POINT (10.2686358 50.5185709)",Ruppers,
"POINT (10.1690622 50.572105)",Schafhausen,
"POINT (10.2826294 50.6644666)",Schwarzbach,
"POINT (10.3719636 50.4565399)",Schwickershausen,
"POINT (10.2990135 50.5705039)",Seeba,
"POINT (10.3326661 50.6186505)",Solz,
"POINT (10.2902377 50.52771060000001)",Stedtlingen,
"POINT (10.3006125 50.5943437)",Stepfershausen,
"POINT (10.4895738 50.4107702)",Sülzdorf,
"POINT (10.3587757 50.523494)",Sülzfeld,
"POINT (10.2563838 50.6194582)",Unterkatz,
"POINT (10.4157472 50.53174629999999)",Untermaßfeld,
"POINT (10.4388457 50.6076081)",Utendorf,
"POINT (10.5371778 50.52595319999999)",Vachdorf,
"POINT (10.3036473 50.6301886)",Wahns,
"POINT (10.3939667 50.62864450000001)",Wallbach,
"POINT (10.3882906 50.6130535)",Walldorf,
"POINT (10.374915 50.6590013)",Wasungen,
"POINT (10.4132008 50.5970713)",Welkershausen,
"POINT (10.4962391 50.4317117)",Westenfeld,
"POINT (10.2100368 50.5737176)",Wohlmuthausen,
"POINT (10.4333454 50.4913363)",Wölfershausen,
"POINT (10.6707176 50.6549718)",Zella,
"POINT (11.1569443 50.6557585)",Allendorf,
"POINT (11.6000628 50.59285239999999)",Altenbeuthen,
"POINT (11.3169194 50.608656)",Arnsgereuth,
"POINT (11.2641204 50.6848179)",Bad Blankenburg,
"POINT (11.4851674 50.66959929999999)",Birkigt,
"POINT (11.2569757 50.6358197)",Braunsdorf,
"POINT (11.4114949 50.6196723)",Breternitz
,
"POINT (11.4927969 50.6325815)",Bucha,
"POINT (11.3878529 50.716824)",Catharinau,
"POINT (11.34482 50.71061)",Cumbach,
"POINT (11.1267629 50.5711449)",Cursdorf,
"POINT (11.1483825 50.5680635)",Deesbach,
"POINT (11.5406664 50.56459789999999)",Dorfilm,
"POINT (11.2278807 50.6144134)",Döschnitz-Meura,
"POINT (11.5721674 50.5876105)",Drognitz,
"POINT (11.0873817 50.6325449)",Egelsdorf,
"POINT (11.2745653 50.7178456)",Eichfeld,
"POINT (11.4392595 50.61167750000001)",Eichicht,
"POINT (11.4036468 50.7874196)",Engerda,
"POINT (11.4315439 50.7361523)",Etzelbach,
"POINT (11.3361659 50.6068884)",Eyba,
"POINT (11.1846992 50.539805)",Geiersthal,
